公历日期,公历年,公历月,公历日,上中下旬,周数,星期,农历年,农历月,农历日,是否闰月,生肖,干支年,干支月,干支日,节气,是否节假日,是否工作日,节日名称
2023-01-15,2023,1,15,中旬,2,周日,2022,12,24,否,虎,壬寅,癸丑,癸酉,,是,否,
2023-01-16,2023,1,16,中旬,3,周一,2022,12,25,否,虎,壬寅,癸丑,甲戌,,否,是,
2023-01-17,2023,1,17,中旬,3,周二,2022,12,26,否,虎,壬寅,癸丑,乙亥,,否,是,
2023-01-18,2023,1,18,中旬,3,周三,2022,12,27,否,虎,壬寅,癸丑,丙子,,否,是,
2023-01-19,2023,1,19,中旬,3,周四,2022,12,28,否,虎,壬寅,癸丑,丁丑,,否,是,
2023-01-20,2023,1,20,中旬,3,周五,2022,12,29,否,虎,壬寅,癸丑,戊寅,大寒,否,是,
2023-01-21,2023,1,21,下旬,3,周六,2022,12,30,否,虎,壬寅,癸丑,己卯,,是,否,Spring Festival
2023-01-22,2023,1,22,下旬,3,周日,2023,1,1,否,兔,癸卯,癸丑,庚辰,,是,否,Spring Festival
2023-01-23,2023,1,23,下旬,4,周一,2023,1,2,否,兔,癸卯,癸丑,辛巳,,是,否,Spring Festival
2023-01-24,2023,1,24,下旬,4,周二,2023,1,3,否,兔,癸卯,癸丑,壬午,,是,否,Spring Festival
2023-01-25,2023,1,25,下旬,4,周三,2023,1,4,否,兔,癸卯,癸丑,癸未,,是,否,Spring Festival
2023-01-26,2023,1,26,下旬,4,周四,2023,1,5,否,兔,癸卯,癸丑,甲申,,是,否,Spring Festival
2023-01-27,2023,1,27,下旬,4,周五,2023,1,6,否,兔,癸卯,癸丑,乙酉,,是,否,Spring Festival
2023-01-28,2023,1,28,下旬,4,周六,2023,1,7,否,兔,癸卯,癸丑,丙戌,,否,是,
2023-01-29,2023,1,29,下旬,4,周日,2023,1,8,否,兔,癸卯,癸丑,丁亥,,否,是,
2023-01-30,2023,1,30,下旬,5,周一,2023,1,9,否,兔,癸卯,癸丑,戊子,,否,是,
2023-01-31,2023,1,31,下旬,5,周二,2023,1,10,否,兔,癸卯,癸丑,己丑,,否,是,
2023-02-01,2023,2,1,上旬,5,周三,2023,1,11,否,兔,癸卯,癸丑,庚寅,,否,是,
2023-02-02,2023,2,2,上旬,5,周四,2023,1,12,否,兔,癸卯,癸丑,辛卯,,否,是,
2023-02-03,2023,2,3,上旬,5,周五,2023,1,13,否,兔,癸卯,癸丑,壬辰,,否,是,
2023-02-04,2023,2,4,上旬,5,周六,2023,1,14,否,兔,癸卯,甲寅,癸巳,立春,是,否,
2023-02-05,2023,2,5,上旬,5,周日,2023,1,15,否,兔,癸卯,甲寅,甲午,,是,否,
2023-02-06,2023,2,6,上旬,6,周一,2023,1,16,否,兔,癸卯,甲寅,乙未,,否,是,
2023-02-07,2023,2,7,上旬,6,周二,2023,1,17,否,兔,癸卯,甲寅,丙申,,否,是,
2023-02-08,2023,2,8,上旬,6,周三,2023,1,18,否,兔,癸卯,甲寅,丁酉,,否,是,
2023-02-09,2023,2,9,上旬,6,周四,2023,1,19,否,兔,癸卯,甲寅,戊戌,,否,是,
2023-02-10,2023,2,10,上旬,6,周五,2023,1,20,否,兔,癸卯,甲寅,己亥,,否,是,
2023-02-11,2023,2,11,中旬,6,周六,2023,1,21,否,兔,癸卯,甲寅,庚子,,是,否,
2023-02-12,2023,2,12,中旬,6,周日,2023,1,22,否,兔,癸卯,甲寅,辛丑,,是,否,
2023-02-13,2023,2,13,中旬,7,周一,2023,1,23,否,兔,癸卯,甲寅,壬寅,,否,是,
2023-02-14,2023,2,14,中旬,7,周二,2023,1,24,否,兔,癸卯,甲寅,癸卯,,否,是,
2023-02-15,2023,2,15,中旬,7,周三,2023,1,25,否,兔,癸卯,甲寅,甲辰,,否,是,
2023-02-16,2023,2,16,中旬,7,周四,2023,1,26,否,兔,癸卯,甲寅,乙巳,,否,是,
2023-02-17,2023,2,17,中旬,7,周五,2023,1,27,否,兔,癸卯,甲寅,丙午,,否,是,
2023-02-18,2023,2,18,中旬,7,周六,2023,1,28,否,兔,癸卯,甲寅,丁未,,是,否,
2023-02-19,2023,2,19,中旬,7,周日,2023,1,29,否,兔,癸卯,甲寅,戊申,雨水,是,否,
2023-02-20,2023,2,20,中旬,8,周一,2023,2,1,否,兔,癸卯,甲寅,己酉,,否,是,
2023-02-21,2023,2,21,下旬,8,周二,2023,2,2,否,兔,癸卯,甲寅,庚戌,,否,是,
2023-02-22,2023,2,22,下旬,8,周三,2023,2,3,否,兔,癸卯,甲寅,辛亥,,否,是,
2023-02-23,2023,2,23,下旬,8,周四,2023,2,4,否,兔,癸卯,甲寅,壬子,,否,是,
2023-02-24,2023,2,24,下旬,8,周五,2023,2,5,否,兔,癸卯,甲寅,癸丑,,否,是,
2023-02-25,2023,2,25,下旬,8,周六,2023,2,6,否,兔,癸卯,甲寅,甲寅,,是,否,
2023-02-26,2023,2,26,下旬,8,周日,2023,2,7,否,兔,癸卯,甲寅,乙卯,,是,否,
2023-02-27,2023,2,27,下旬,9,周一,2023,2,8,否,兔,癸卯,甲寅,丙辰,,否,是,
2023-02-28,2023,2,28,下旬,9,周二,2023,2,9,否,兔,癸卯,甲寅,丁巳,,否,是,
2023-03-01,2023,3,1,上旬,9,周三,2023,2,10,否,兔,癸卯,甲寅,戊午,,否,是,
2023-03-02,2023,3,2,上旬,9,周四,2023,2,11,否,兔,癸卯,甲寅,己未,,否,是,
2023-03-03,2023,3,3,上旬,9,周五,2023,2,12,否,兔,癸卯,甲寅,庚申,,否,是,
2023-03-04,2023,3,4,上旬,9,周六,2023,2,13,否,兔,癸卯,甲寅,辛酉,,是,否,
2023-03-05,2023,3,5,上旬,9,周日,2023,2,14,否,兔,癸卯,甲寅,壬戌,,是,否,
2023-03-06,2023,3,6,上旬,10,周一,2023,2,15,否,兔,癸卯,乙卯,癸亥,惊蛰,否,是,
2023-03-07,2023,3,7,上旬,10,周二,2023,2,16,否,兔,癸卯,乙卯,甲子,,否,是,
2023-03-08,2023,3,8,上旬,10,周三,2023,2,17,否,兔,癸卯,乙卯,乙丑,,否,是,
2023-03-09,2023,3,9,上旬,10,周四,2023,2,18,否,兔,癸卯,乙卯,丙寅,,否,是,
2023-03-10,2023,3,10,上旬,10,周五,2023,2,19,否,兔,癸卯,乙卯,丁卯,,否,是,
2023-03-11,2023,3,11,中旬,10,周六,2023,2,20,否,兔,癸卯,乙卯,戊辰,,是,否,
2023-03-12,2023,3,12,中旬,10,周日,2023,2,21,否,兔,癸卯,乙卯,己巳,,是,否,
2023-03-13,2023,3,13,中旬,11,周一,2023,2,22,否,兔,癸卯,乙卯,庚午,,否,是,
2023-03-14,2023,3,14,中旬,11,周二,2023,2,23,否,兔,癸卯,乙卯,辛未,,否,是,
2023-03-15,2023,3,15,中旬,11,周三,2023,2,24,否,兔,癸卯,乙卯,壬申,,否,是,
2023-03-16,2023,3,16,中旬,11,周四,2023,2,25,否,兔,癸卯,乙卯,癸酉,,否,是,
2023-03-17,2023,3,17,中旬,11,周五,2023,2,26,否,兔,癸卯,乙卯,甲戌,,否,是,
2023-03-18,2023,3,18,中旬,11,周六,2023,2,27,否,兔,癸卯,乙卯,乙亥,,是,否,
2023-03-19,2023,3,19,中旬,11,周日,2023,2,28,否,兔,癸卯,乙卯,丙子,,是,否,
2023-03-20,2023,3,20,中旬,12,周一,2023,2,29,否,兔,癸卯,乙卯,丁丑,,否,是,
2023-03-21,2023,3,21,下旬,12,周二,2023,2,30,否,兔,癸卯,乙卯,戊寅,春分,否,是,
2023-03-22,2023,3,22,下旬,12,周三,2023,2,1,是,兔,癸卯,乙卯,己卯,,否,是,
2023-03-23,2023,3,23,下旬,12,周四,2023,2,2,是,兔,癸卯,乙卯,庚辰,,否,是,
2023-03-24,2023,3,24,下旬,12,周五,2023,2,3,是,兔,癸卯,乙卯,辛巳,,否,是,
2023-03-25,2023,3,25,下旬,12,周六,2023,2,4,是,兔,癸卯,乙卯,壬午,,是,否,
2023-03-26,2023,3,26,下旬,12,周日,2023,2,5,是,兔,癸卯,乙卯,癸未,,是,否,
2023-03-27,2023,3,27,下旬,13,周一,2023,2,6,是,兔,癸卯,乙卯,甲申,,否,是,
2023-03-28,2023,3,28,下旬,13,周二,2023,2,7,是,兔,癸卯,乙卯,乙酉,,否,是,
2023-03-29,2023,3,29,下旬,13,周三,2023,2,8,是,兔,癸卯,乙卯,丙戌,,否,是,
2023-03-30,2023,3,30,下旬,13,周四,2023,2,9,是,兔,癸卯,乙卯,丁亥,,否,是,
2023-03-31,2023,3,31,下旬,13,周五,2023,2,10,是,兔,癸卯,乙卯,戊子,,否,是,
2023-04-01,2023,4,1,上旬,13,周六,2023,2,11,是,兔,癸卯,乙卯,己丑,,是,否,
2023-04-02,2023,4,2,上旬,13,周日,2023,2,12,是,兔,癸卯,乙卯,庚寅,,是,否,
2023-04-03,2023,4,3,上旬,14,周一,2023,2,13,是,兔,癸卯,乙卯,辛卯,,否,是,
2023-04-04,2023,4,4,上旬,14,周二,2023,2,14,是,兔,癸卯,乙卯,壬辰,,否,是,
2023-04-05,2023,4,5,上旬,14,周三,2023,2,15,是,兔,癸卯,丙辰,癸巳,清明,是,否,Tomb-sweeping Day
2023-04-06,2023,4,6,上旬,14,周四,2023,2,16,是,兔,癸卯,丙辰,甲午,,否,是,
2023-04-07,2023,4,7,上旬,14,周五,2023,2,17,是,兔,癸卯,丙辰,乙未,,否,是,
2023-04-08,2023,4,8,上旬,14,周六,2023,2,18,是,兔,癸卯,丙辰,丙申,,是,否,
2023-04-09,2023,4,9,上旬,14,周日,2023,2,19,是,兔,癸卯,丙辰,丁酉,,是,否,
2023-04-10,2023,4,10,上旬,15,周一,2023,2,20,是,兔,癸卯,丙辰,戊戌,,否,是,
2023-04-11,2023,4,11,中旬,15,周二,2023,2,21,是,兔,癸卯,丙辰,己亥,,否,是,
2023-04-12,2023,4,12,中旬,15,周三,2023,2,22,是,兔,癸卯,丙辰,庚子,,否,是,
2023-04-13,2023,4,13,中旬,15,周四,2023,2,23,是,兔,癸卯,丙辰,辛丑,,否,是,
2023-04-14,2023,4,14,中旬,15,周五,2023,2,24,是,兔,癸卯,丙辰,壬寅,,否,是,
2023-04-15,2023,4,15,中旬,15,周六,2023,2,25,是,兔,癸卯,丙辰,癸卯,,是,否,
2023-04-16,2023,4,16,中旬,15,周日,2023,2,26,是,兔,癸卯,丙辰,甲辰,,是,否,
2023-04-17,2023,4,17,中旬,16,周一,2023,2,27,是,兔,癸卯,丙辰,乙巳,,否,是,
2023-04-18,2023,4,18,中旬,16,周二,2023,2,28,是,兔,癸卯,丙辰,丙午,,否,是,
2023-04-19,2023,4,19,中旬,16,周三,2023,2,29,是,兔,癸卯,丙辰,丁未,,否,是,
2023-04-20,2023,4,20,中旬,16,周四,2023,3,1,否,兔,癸卯,丙辰,戊申,谷雨,否,是,
2023-04-21,2023,4,21,下旬,16,周五,2023,3,2,否,兔,癸卯,丙辰,己酉,,否,是,
2023-04-22,2023,4,22,下旬,16,周六,2023,3,3,否,兔,癸卯,丙辰,庚戌,,是,否,
2023-04-23,2023,4,23,下旬,16,周日,2023,3,4,否,兔,癸卯,丙辰,辛亥,,否,是,
2023-04-24,2023,4,24,下旬,17,周一,2023,3,5,否,兔,癸卯,丙辰,壬子,,否,是,
2023-04-25,2023,4,25,下旬,17,周二,2023,3,6,否,兔,癸卯,丙辰,癸丑,,否,是,
2023-04-26,2023,4,26,下旬,17,周三,2023,3,7,否,兔,癸卯,丙辰,甲寅,,否,是,
2023-04-27,2023,4,27,下旬,17,周四,2023,3,8,否,兔,癸卯,丙辰,乙卯,,否,是,
2023-04-28,2023,4,28,下旬,17,周五,2023,3,9,否,兔,癸卯,丙辰,丙辰,,否,是,
2023-04-29,2023,4,29,下旬,17,周六,2023,3,10,否,兔,癸卯,丙辰,丁巳,,是,否,Labour Day
2023-04-30,2023,4,30,下旬,17,周日,2023,3,11,否,兔,癸卯,丙辰,戊午,,是,否,Labour Day
2023-05-01,2023,5,1,上旬,18,周一,2023,3,12,否,兔,癸卯,丙辰,己未,,是,否,Labour Day
2023-05-02,2023,5,2,上旬,18,周二,2023,3,13,否,兔,癸卯,丙辰,庚申,,是,否,Labour Day
2023-05-03,2023,5,3,上旬,18,周三,2023,3,14,否,兔,癸卯,丙辰,辛酉,,是,否,Labour Day
2023-05-04,2023,5,4,上旬,18,周四,2023,3,15,否,兔,癸卯,丙辰,壬戌,,否,是,
2023-05-05,2023,5,5,上旬,18,周五,2023,3,16,否,兔,癸卯,丙辰,癸亥,,否,是,
2023-05-06,2023,5,6,上旬,18,周六,2023,3,17,否,兔,癸卯,丁巳,甲子,立夏,否,是,
2023-05-07,2023,5,7,上旬,18,周日,2023,3,18,否,兔,癸卯,丁巳,乙丑,,是,否,
2023-05-08,2023,5,8,上旬,19,周一,2023,3,19,否,兔,癸卯,丁巳,丙寅,,否,是,
2023-05-09,2023,5,9,上旬,19,周二,2023,3,20,否,兔,癸卯,丁巳,丁卯,,否,是,
2023-05-10,2023,5,10,上旬,19,周三,2023,3,21,否,兔,癸卯,丁巳,戊辰,,否,是,
2023-05-11,2023,5,11,中旬,19,周四,2023,3,22,否,兔,癸卯,丁巳,己巳,,否,是,
2023-05-12,2023,5,12,中旬,19,周五,2023,3,23,否,兔,癸卯,丁巳,庚午,,否,是,
2023-05-13,2023,5,13,中旬,19,周六,2023,3,24,否,兔,癸卯,丁巳,辛未,,是,否,
2023-05-14,2023,5,14,中旬,19,周日,2023,3,25,否,兔,癸卯,丁巳,壬申,,是,否,
2023-05-15,2023,5,15,中旬,20,周一,2023,3,26,否,兔,癸卯,丁巳,癸酉,,否,是,
2023-05-16,2023,5,16,中旬,20,周二,2023,3,27,否,兔,癸卯,丁巳,甲戌,,否,是,
2023-05-17,2023,5,17,中旬,20,周三,2023,3,28,否,兔,癸卯,丁巳,乙亥,,否,是,
2023-05-18,2023,5,18,中旬,20,周四,2023,3,29,否,兔,癸卯,丁巳,丙子,,否,是,
2023-05-19,2023,5,19,中旬,20,周五,2023,4,1,否,兔,癸卯,丁巳,丁丑,,否,是,
2023-05-20,2023,5,20,中旬,20,周六,2023,4,2,否,兔,癸卯,丁巳,戊寅,,是,否,
2023-05-21,2023,5,21,下旬,20,周日,2023,4,3,否,兔,癸卯,丁巳,己卯,小满,是,否,
2023-05-22,2023,5,22,下旬,21,周一,2023,4,4,否,兔,癸卯,丁巳,庚辰,,否,是,
2023-05-23,2023,5,23,下旬,21,周二,2023,4,5,否,兔,癸卯,丁巳,辛巳,,否,是,
2023-05-24,2023,5,24,下旬,21,周三,2023,4,6,否,兔,癸卯,丁巳,壬午,,否,是,
2023-05-25,2023,5,25,下旬,21,周四,2023,4,7,否,兔,癸卯,丁巳,癸未,,否,是,
2023-05-26,2023,5,26,下旬,21,周五,2023,4,8,否,兔,癸卯,丁巳,甲申,,否,是,
2023-05-27,2023,5,27,下旬,21,周六,2023,4,9,否,兔,癸卯,丁巳,乙酉,,是,否,
2023-05-28,2023,5,28,下旬,21,周日,2023,4,10,否,兔,癸卯,丁巳,丙戌,,是,否,
2023-05-29,2023,5,29,下旬,22,周一,2023,4,11,否,兔,癸卯,丁巳,丁亥,,否,是,
2023-05-30,2023,5,30,下旬,22,周二,2023,4,12,否,兔,癸卯,丁巳,戊子,,否,是,
2023-05-31,2023,5,31,下旬,22,周三,2023,4,13,否,兔,癸卯,丁巳,己丑,,否,是,
2023-06-01,2023,6,1,上旬,22,周四,2023,4,14,否,兔,癸卯,丁巳,庚寅,,否,是,
2023-06-02,2023,6,2,上旬,22,周五,2023,4,15,否,兔,癸卯,丁巳,辛卯,,否,是,
2023-06-03,2023,6,3,上旬,22,周六,2023,4,16,否,兔,癸卯,丁巳,壬辰,,是,否,
2023-06-04,2023,6,4,上旬,22,周日,2023,4,17,否,兔,癸卯,丁巳,癸巳,,是,否,
2023-06-05,2023,6,5,上旬,23,周一,2023,4,18,否,兔,癸卯,丁巳,甲午,,否,是,
2023-06-06,2023,6,6,上旬,23,周二,2023,4,19,否,兔,癸卯,戊午,乙未,芒种,否,是,
2023-06-07,2023,6,7,上旬,23,周三,2023,4,20,否,兔,癸卯,戊午,丙申,,否,是,
2023-06-08,2023,6,8,上旬,23,周四,2023,4,21,否,兔,癸卯,戊午,丁酉,,否,是,
2023-06-09,2023,6,9,上旬,23,周五,2023,4,22,否,兔,癸卯,戊午,戊戌,,否,是,
2023-06-10,2023,6,10,上旬,23,周六,2023,4,23,否,兔,癸卯,戊午,己亥,,是,否,
2023-06-11,2023,6,11,中旬,23,周日,2023,4,24,否,兔,癸卯,戊午,庚子,,是,否,
2023-06-12,2023,6,12,中旬,24,周一,2023,4,25,否,兔,癸卯,戊午,辛丑,,否,是,
2023-06-13,2023,6,13,中旬,24,周二,2023,4,26,否,兔,癸卯,戊午,壬寅,,否,是,
2023-06-14,2023,6,14,中旬,24,周三,2023,4,27,否,兔,癸卯,戊午,癸卯,,否,是,
2023-06-15,2023,6,15,中旬,24,周四,2023,4,28,否,兔,癸卯,戊午,甲辰,,否,是,
2023-06-16,2023,6,16,中旬,24,周五,2023,4,29,否,兔,癸卯,戊午,乙巳,,否,是,
2023-06-17,2023,6,17,中旬,24,周六,2023,4,30,否,兔,癸卯,戊午,丙午,,是,否,
2023-06-18,2023,6,18,中旬,24,周日,2023,5,1,否,兔,癸卯,戊午,丁未,,是,否,
2023-06-19,2023,6,19,中旬,25,周一,2023,5,2,否,兔,癸卯,戊午,戊申,,否,是,
2023-06-20,2023,6,20,中旬,25,周二,2023,5,3,否,兔,癸卯,戊午,己酉,,否,是,
2023-06-21,2023,6,21,下旬,25,周三,2023,5,4,否,兔,癸卯,戊午,庚戌,夏至,否,是,
2023-06-22,2023,6,22,下旬,25,周四,2023,5,5,否,兔,癸卯,戊午,辛亥,,是,否,Dragon Boat Festival
2023-06-23,2023,6,23,下旬,25,周五,2023,5,6,否,兔,癸卯,戊午,壬子,,是,否,Dragon Boat Festival
2023-06-24,2023,6,24,下旬,25,周六,2023,5,7,否,兔,癸卯,戊午,癸丑,,是,否,Dragon Boat Festival
2023-06-25,2023,6,25,下旬,25,周日,2023,5,8,否,兔,癸卯,戊午,甲寅,,否,是,
2023-06-26,2023,6,26,下旬,26,周一,2023,5,9,否,兔,癸卯,戊午,乙卯,,否,是,
2023-06-27,2023,6,27,下旬,26,周二,2023,5,10,否,兔,癸卯,戊午,丙辰,,否,是,
2023-06-28,2023,6,28,下旬,26,周三,2023,5,11,否,兔,癸卯,戊午,丁巳,,否,是,
2023-06-29,2023,6,29,下旬,26,周四,2023,5,12,否,兔,癸卯,戊午,戊午,,否,是,
2023-06-30,2023,6,30,下旬,26,周五,2023,5,13,否,兔,癸卯,戊午,己未,,否,是,
2023-07-01,2023,7,1,上旬,26,周六,2023,5,14,否,兔,癸卯,戊午,庚申,,是,否,
2023-07-02,2023,7,2,上旬,26,周日,2023,5,15,否,兔,癸卯,戊午,辛酉,,是,否,
2023-07-03,2023,7,3,上旬,27,周一,2023,5,16,否,兔,癸卯,戊午,壬戌,,否,是,
2023-07-04,2023,7,4,上旬,27,周二,2023,5,17,否,兔,癸卯,戊午,癸亥,,否,是,
2023-07-05,2023,7,5,上旬,27,周三,2023,5,18,否,兔,癸卯,戊午,甲子,,否,是,
2023-07-06,2023,7,6,上旬,27,周四,2023,5,19,否,兔,癸卯,戊午,乙丑,,否,是,
2023-07-07,2023,7,7,上旬,27,周五,2023,5,20,否,兔,癸卯,己未,丙寅,小暑,否,是,
2023-07-08,2023,7,8,上旬,27,周六,2023,5,21,否,兔,癸卯,己未,丁卯,,是,否,
2023-07-09,2023,7,9,上旬,27,周日,2023,5,22,否,兔,癸卯,己未,戊辰,,是,否,
2023-07-10,2023,7,10,上旬,28,周一,2023,5,23,否,兔,癸卯,己未,己巳,,否,是,
2023-07-11,2023,7,11,中旬,28,周二,2023,5,24,否,兔,癸卯,己未,庚午,,否,是,
2023-07-12,2023,7,12,中旬,28,周三,2023,5,25,否,兔,癸卯,己未,辛未,,否,是,
2023-07-13,2023,7,13,中旬,28,周四,2023,5,26,否,兔,癸卯,己未,壬申,,否,是,
2023-07-14,2023,7,14,中旬,28,周五,2023,5,27,否,兔,癸卯,己未,癸酉,,否,是,
2023-07-15,2023,7,15,中旬,28,周六,2023,5,28,否,兔,癸卯,己未,甲戌,,是,否,
2023-07-16,2023,7,16,中旬,28,周日,2023,5,29,否,兔,癸卯,己未,乙亥,,是,否,
2023-07-17,2023,7,17,中旬,29,周一,2023,5,30,否,兔,癸卯,己未,丙子,,否,是,
2023-07-18,2023,7,18,中旬,29,周二,2023,6,1,否,兔,癸卯,己未,丁丑,,否,是,
2023-07-19,2023,7,19,中旬,29,周三,2023,6,2,否,兔,癸卯,己未,戊寅,,否,是,
2023-07-20,2023,7,20,中旬,29,周四,2023,6,3,否,兔,癸卯,己未,己卯,,否,是,
2023-07-21,2023,7,21,下旬,29,周五,2023,6,4,否,兔,癸卯,己未,庚辰,,否,是,
2023-07-22,2023,7,22,下旬,29,周六,2023,6,5,否,兔,癸卯,己未,辛巳,,是,否,
2023-07-23,2023,7,23,下旬,29,周日,2023,6,6,否,兔,癸卯,己未,壬午,大暑,是,否,
2023-07-24,2023,7,24,下旬,30,周一,2023,6,7,否,兔,癸卯,己未,癸未,,否,是,
2023-07-25,2023,7,25,下旬,30,周二,2023,6,8,否,兔,癸卯,己未,甲申,,否,是,
2023-07-26,2023,7,26,下旬,30,周三,2023,6,9,否,兔,癸卯,己未,乙酉,,否,是,
2023-07-27,2023,7,27,下旬,30,周四,2023,6,10,否,兔,癸卯,己未,丙戌,,否,是,
2023-07-28,2023,7,28,下旬,30,周五,2023,6,11,否,兔,癸卯,己未,丁亥,,否,是,
2023-07-29,2023,7,29,下旬,30,周六,2023,6,12,否,兔,癸卯,己未,戊子,,是,否,
2023-07-30,2023,7,30,下旬,30,周日,2023,6,13,否,兔,癸卯,己未,己丑,,是,否,
2023-07-31,2023,7,31,下旬,31,周一,2023,6,14,否,兔,癸卯,己未,庚寅,,否,是,
2023-08-01,2023,8,1,上旬,31,周二,2023,6,15,否,兔,癸卯,己未,辛卯,,否,是,
2023-08-02,2023,8,2,上旬,31,周三,2023,6,16,否,兔,癸卯,己未,壬辰,,否,是,
2023-08-03,2023,8,3,上旬,31,周四,2023,6,17,否,兔,癸卯,己未,癸巳,,否,是,
2023-08-04,2023,8,4,上旬,31,周五,2023,6,18,否,兔,癸卯,己未,甲午,,否,是,
2023-08-05,2023,8,5,上旬,31,周六,2023,6,19,否,兔,癸卯,己未,乙未,,是,否,
2023-08-06,2023,8,6,上旬,31,周日,2023,6,20,否,兔,癸卯,己未,丙申,,是,否,
2023-08-07,2023,8,7,上旬,32,周一,2023,6,21,否,兔,癸卯,己未,丁酉,,否,是,
2023-08-08,2023,8,8,上旬,32,周二,2023,6,22,否,兔,癸卯,庚申,戊戌,立秋,否,是,
2023-08-09,2023,8,9,上旬,32,周三,2023,6,23,否,兔,癸卯,庚申,己亥,,否,是,
2023-08-10,2023,8,10,上旬,32,周四,2023,6,24,否,兔,癸卯,庚申,庚子,,否,是,
2023-08-11,2023,8,11,中旬,32,周五,2023,6,25,否,兔,癸卯,庚申,辛丑,,否,是,
2023-08-12,2023,8,12,中旬,32,周六,2023,6,26,否,兔,癸卯,庚申,壬寅,,是,否,
2023-08-13,2023,8,13,中旬,32,周日,2023,6,27,否,兔,癸卯,庚申,癸卯,,是,否,
2023-08-14,2023,8,14,中旬,33,周一,2023,6,28,否,兔,癸卯,庚申,甲辰,,否,是,
2023-08-15,2023,8,15,中旬,33,周二,2023,6,29,否,兔,癸卯,庚申,乙巳,,否,是,
2023-08-16,2023,8,16,中旬,33,周三,2023,7,1,否,兔,癸卯,庚申,丙午,,否,是,
2023-08-17,2023,8,17,中旬,33,周四,2023,7,2,否,兔,癸卯,庚申,丁未,,否,是,
2023-08-18,2023,8,18,中旬,33,周五,2023,7,3,否,兔,癸卯,庚申,戊申,,否,是,
2023-08-19,2023,8,19,中旬,33,周六,2023,7,4,否,兔,癸卯,庚申,己酉,,是,否,
2023-08-20,2023,8,20,中旬,33,周日,2023,7,5,否,兔,癸卯,庚申,庚戌,,是,否,
2023-08-21,2023,8,21,下旬,34,周一,2023,7,6,否,兔,癸卯,庚申,辛亥,,否,是,
2023-08-22,2023,8,22,下旬,34,周二,2023,7,7,否,兔,癸卯,庚申,壬子,,否,是,
2023-08-23,2023,8,23,下旬,34,周三,2023,7,8,否,兔,癸卯,庚申,癸丑,处暑,否,是,
2023-08-24,2023,8,24,下旬,34,周四,2023,7,9,否,兔,癸卯,庚申,甲寅,,否,是,
2023-08-25,2023,8,25,下旬,34,周五,2023,7,10,否,兔,癸卯,庚申,乙卯,,否,是,
2023-08-26,2023,8,26,下旬,34,周六,2023,7,11,否,兔,癸卯,庚申,丙辰,,是,否,
2023-08-27,2023,8,27,下旬,34,周日,2023,7,12,否,兔,癸卯,庚申,丁巳,,是,否,
2023-08-28,2023,8,28,下旬,35,周一,2023,7,13,否,兔,癸卯,庚申,戊午,,否,是,
2023-08-29,2023,8,29,下旬,35,周二,2023,7,14,否,兔,癸卯,庚申,己未,,否,是,
2023-08-30,2023,8,30,下旬,35,周三,2023,7,15,否,兔,癸卯,庚申,庚申,,否,是,
2023-08-31,2023,8,31,下旬,35,周四,2023,7,16,否,兔,癸卯,庚申,辛酉,,否,是,
2023-09-01,2023,9,1,上旬,35,周五,2023,7,17,否,兔,癸卯,庚申,壬戌,,否,是,
2023-09-02,2023,9,2,上旬,35,周六,2023,7,18,否,兔,癸卯,庚申,癸亥,,是,否,
2023-09-03,2023,9,3,上旬,35,周日,2023,7,19,否,兔,癸卯,庚申,甲子,,是,否,
2023-09-04,2023,9,4,上旬,36,周一,2023,7,20,否,兔,癸卯,庚申,乙丑,,否,是,
2023-09-05,2023,9,5,上旬,36,周二,2023,7,21,否,兔,癸卯,庚申,丙寅,,否,是,
2023-09-06,2023,9,6,上旬,36,周三,2023,7,22,否,兔,癸卯,庚申,丁卯,,否,是,
2023-09-07,2023,9,7,上旬,36,周四,2023,7,23,否,兔,癸卯,庚申,戊辰,,否,是,
2023-09-08,2023,9,8,上旬,36,周五,2023,7,24,否,兔,癸卯,辛酉,己巳,白露,否,是,
2023-09-09,2023,9,9,上旬,36,周六,2023,7,25,否,兔,癸卯,辛酉,庚午,,是,否,
2023-09-10,2023,9,10,上旬,36,周日,2023,7,26,否,兔,癸卯,辛酉,辛未,,是,否,
2023-09-11,2023,9,11,中旬,37,周一,2023,7,27,否,兔,癸卯,辛酉,壬申,,否,是,
2023-09-12,2023,9,12,中旬,37,周二,2023,7,28,否,兔,癸卯,辛酉,癸酉,,否,是,
2023-09-13,2023,9,13,中旬,37,周三,2023,7,29,否,兔,癸卯,辛酉,甲戌,,否,是,
2023-09-14,2023,9,14,中旬,37,周四,2023,7,30,否,兔,癸卯,辛酉,乙亥,,否,是,
2023-09-15,2023,9,15,中旬,37,周五,2023,8,1,否,兔,癸卯,辛酉,丙子,,否,是,
2023-09-16,2023,9,16,中旬,37,周六,2023,8,2,否,兔,癸卯,辛酉,丁丑,,是,否,
2023-09-17,2023,9,17,中旬,37,周日,2023,8,3,否,兔,癸卯,辛酉,戊寅,,是,否,
2023-09-18,2023,9,18,中旬,38,周一,2023,8,4,否,兔,癸卯,辛酉,己卯,,否,是,
2023-09-19,2023,9,19,中旬,38,周二,2023,8,5,否,兔,癸卯,辛酉,庚辰,,否,是,
2023-09-20,2023,9,20,中旬,38,周三,2023,8,6,否,兔,癸卯,辛酉,辛巳,,否,是,
